"Title","Abstract","PID"
"Molecular evidence for transmission of GB virus-C/Hepatitis G virus infection within family: close relationship between mother and child.","AIMS: GBV-C/Hepatitis G virus (HGV) is transmitted parentally, but some of the transmitted routes are still unclear. This study was conducted to investigate the relationship of family members in the transmission of HGV.METHODOLOGY: The study group enrolled 11 children from four index mothers with HGV viremia, whereas the control group had 14 children from seven matched mothers without HGV infection. Detection of circulating HGV RNA and anti-E2 antibody was conducted. Comparison of partially HGV nucleotide sequences at the 5' non-coding and non-structure 5 regions was performed among the infected family members.RESULTS: There was higher HGV viremia in children from the index mothers with HGV infection than those from mothers in control (3/11 vs. 0/14, p &lt; 0.05). Nucleotide sequences analysis showed higher similarity between mothers and their children in the same family (98.6% to 100%) than between mothers of different families (87.8% to 92.4%). The phylogenetic construction also demonstrated distinct sequence clusters for mother and child/children of each family.CONCLUSIONS: The relationship of HGV transmission between mother and children was closely related in family. Spread of HGV might occur intrafamilially.","12630012"
"Mother-to-child transmission of hepatitis E virus infection.","OBJECTIVES: Water borne or enterically transmitted non-A-non-B hepatitis is a major public health problem in India. Many of these cases carry fatal outcome. The hepatitis E virus (HEV) has been considered to be the most important causative agent of this entity. The severity and fatality rates of HEV infection are reported to be rather more in pregnant women. However, there is meager information from India, on mother to child transmission of this agent.METHODS: During 1997-98, we studied 60 pregnant women suspected to have acute viral hepatitis to understand the frequency of various viral etiologies, disease course and outcome of the pregnancy. Six cord blood samples were tested for IgG, and IgM antibodies against hepatropic viral agents and also for hepatitis E virus RNA by RT-nested PCR using ORF-1 as target.RESULTS: Of the 60 pregnant patients hospitalised at All India Institute of Medical Sciences, New Delhi for acute hepatitis, 22 (37%) were positive for IgM anti-HEV antibodies and 10% were infected with hepatitis B virus. Co-infection of HEV with Hepatitis B and C was seen in 1 and 2 patents, respectively. Most (72%) of the HEV infected patients were in third trimester of pregnancy (P&lt;0.05). Of the 6 cord blood samples tested 3 (50%) were positive for HEV RNA. Though, all mothers were RNA positive, half of the babies did not get infected in utero with HEV. Fourteen of the 22 (63.6%) HEV infected mothers developed fulminant hepatic failure and all died.CONCLUSION: The mortality rate in HEV [corrected] infected mothers was 100%. Mother to child transmission of hepatitis E virus infection was established in 50%.","12619951"
"Mother-to-child transmission of hepatitis C virus infection.","The prevalence of hepatitis C virus (HCV) infection among pregnant women in Europe is generally below 2%. Although women with a history of parenteral exposures or injecting drug use are at an increased risk of infection, a substantial proportion of infected women do not report any risk factors. Targeted screening is thus not recommended. The risk of mother-to-child, or vertical, transmission of HCV is about 5% overall but can be as high as 15%, depending on maternal HIV infection status and HCV RNA viral load. Larger studies are needed to confirm or refute the potential protective effect of elective cesarean section delivery. However, for HCV-positive women who are co-infected with HIV, elective cesarean section delivery is associated with a reduced risk of vertical transmission of HIV as well as HCV. The risk of postnatal transmission through breastfeeding cannot be excluded but is likely to be low for most HCV-infected women. The long-term natural history of vertically acquired HCV needs further elucidation and the efficacy of potential therapies for infected children need to be evaluated in randomized controlled trials.","12532168"
"Mixed infection of a child care provider with hepatitis A virus isolates from subgenotypes IA and IB revealed by heteroduplex mobility assay.","Phylogenetic analysis based on a 168 base segment encompassing the putative VP1/2A junction of the hepatitis A virus (HAV) genome has enabled the classification of HAV isolates into seven genotypes (I-VII). Genotype I, which includes the vast majority of the human HAV isolates, has been divided further into subgenotypes IA and IB. An heteroduplex mobility assay was designed with amplification products from the VP1/2A junction region, and used as a genotyping method able to discriminate HAV isolates belonging to IA, IB and non-I genotypes. The method was used to successfully genotype 48 samples (16 IA and 32 IB). However, one HAV RNA positive serum sample (AUX-23), collected from a 15 year old female employed at a child care center located in Rio de Janeiro, Brazil, showed an unusual pattern. PCR products from sample AUX-23 gave rise to heteroduplex bands when mixed with IA products as well as with IB products, suggesting the presence of HAV isolates from both subgenotypes in the serum. PCR products from sample AUX-23 were then cloned and 20 clones were analyzed by heteroduplex mobility assay. Eleven were subgenotype IA and 9 were IB. Three clones of each subgenotype were then sequenced to confirm the results. These data constitute the first report of mixed infection of a single individual with different HAV isolates.","12505637"
"Effects of mode of delivery and infant feeding on the risk of mother-to-child transmission of hepatitis C virus.","","12504959"
"[Mother-to-child transmission of hepatitis B virus, in Ouagadougou, Burkina Faso].","","12038192"
"Seroconversion after the addition of famciclovir therapy in a child with hepatitis B virus infection after liver transplantation who developed lamivudine resistance.","There is very little information about hepatitis B virus (HBV) infection in children after liver transplantation. This is the first report of the addition of famciclovir in a child who developed lamivudine resistance.A 5-year-old boy who was serum HBsAg-negative and was not vaccinated against HBV underwent living-related liver transplantation for fulminant hepatitis A. The donor was his mother, who was serum HBcAb-positive. No immunoprophylaxis was administered. HBV infection developed after 18 months and was treated with 3 mg/kg daily of lamivudine. Serum alanine aminotransferase normalized and HBV DNA load decreased significantly. Sixteen months later, lamivudine resistance developed; a mutation (M552I) was confirmed by sequencing through the YMDD locus of the HBV polymerase gene. The addition of 750 mg daily of famciclovir led to seroconversion and the disappearance of serum HBV DNA. Lamivudine in combination with famciclovir might be a therapeutic option for HBV reinfection after liver transplantation, also in children. Suppression of viral replication to undetectable values is possible even in the lamivudine-resistant mutant.","11907436"
"Maternal drug use is a preeminent risk factor for mother-to-child hepatitis C virus transmission: results from a multicenter study of 1372 mother-infant pairs.","This prospective multicenter study evaluated separately the significance of maternal injection drug use (IDU) and human immunodeficiency virus type 1 (HIV-1) coinfection in vertical transmission of hepatitis C virus (HCV). In all, 1372 consecutive, unselected HCV antibody-positive mothers and their infants were studied. Maternal HIV-1 coinfection (crude odds ratios [OR], 1.41; 95% confidence interval [CI], 1.16-1.66; P =.007) and IDU (OR, 1.58; 95% CI, 1.37-1.78; P &lt;.00001) were linked to mother-to-child HCV transmission in unadjusted analysis when all anti-HCV-positive mothers were evaluated. When only HCV RNA-positive mothers were evaluated, maternal IDU, but not maternal HIV-1 coinfection, was significantly associated with mother-to-child HCV transmission. Multivariable analysis confirmed the link between maternal IDU and HCV transmission (adjusted OR [AOR], 1.51; 95% CI, 1.19-1.92; P =.0006), but no association was found with HIV-1 coinfection (AOR, 0.98; 95% CI, 0.73-1.33; P =.93). IDU, but not HIV-1 coinfection, seems to be a preeminent risk factor for vertical HCV transmission.","11865412"
"Prevalence of hepatitis C virus infection in a cohort of pregnant women in northern Greece and transmission of HCV from mother to child.","The prevalence of hepatitis C virus (HCV) infection and the mother-to-child transmission of HCV were studied in 2408 pregnant women. Positive antiHCV were detected in 47 women (1.95%), 21 of whom (44.7%) were HCVRNA(+), but only seven had abnormal aminotransferases. Three/21 HCVRNA(+) women had an abortion. We lost contact with other 10 women. Thirty-four babies were tested for antiHCV, HCVRNA and levels of aminotransferases at birth and at the age of 6 and 12 months. AntiHCV were detectable in all babies at birth and these maternally acquired antibodies disappeared by the age of 12 months in all but two of who were infected with HCV. HCVRNA was detected at birth in one (6.25%) baby born out of 16 HCVRNA(+) mothers and this baby also had abnormal aminotransferases. However, HCVRNA was undetectable and aminotransferases returned to normal levels by the age of 6 months. In another baby born also from an HCVRNA(+) mother, the HCVRNA was detected for the first time at the age of 12 months. The HCV genotype from both babies was the same as their mother's. These results show that (a) the high prevalence in the group of pregnant women studied can possibly be attributed to the fact that 311/2408 (12.91%) of them came from the former eastern countries, where disposable syringes were not used but lately or were ex-drug addicts and (b) there is a low risk of perinatal mother-to-child transmission of HCV and this risk is related to the presence of HCVRNA in the carrier mother.","11680545"
"Reactivation of precore variant hepatitis B virus in a child with severe aplastic anaemia.","Reactivation of hepatitis B e antigen (HBeAg) negative chronic hepatitis B virus (HBV) infection due to selection of precore variant virus is an uncommon complication of previous hepatitis B infection, and virtually unrecognised in children and adolescents. A child who had received treatment with methylprednisolone and antilymphocyte globulin for severe aplastic anaemia developed high levels of detectable HBV DNA associated with hepatitis B e antibody (anti-HBe) positivity. HBV DNA was extracted, amplified and the core and precore regions sequenced from 2 samples. A mixture of wild-type and the precore variants A(1896) and A(1899) was detected in both samples, with the wild-type predominating in the second sample. Reinfection was excluded by phylogenetic analysis using Phylip and the neighbour-joining method. Precore variant Hepatitis B virus can be transmitted to children as a primary infection, and it is important that aggressive liver disease, particularly in the presence of the anti-HBe phenotype, be investigated. Further studies are needed to determine the frequency of these variants.","11596080"
"Presence of oligoclonal T cells in cerebrospinal fluid of a child with multiphasic disseminated encephalomyelitis following hepatitis A virus infection.","We have investigated the clonality of beta-chain T-cell receptor (TCR) transcripts from the cerebrospinal fluid (CSF) and peripheral blood from a 7-year old child who developed a multiphasic disseminated encephalomyelitis following an infection with hepatitis A virus. We amplified beta-chain TCR transcripts by nonpalindromic adaptor (NPA)-PCR-Vbeta-specific PCR. TCR transcripts from only five Vbeta families (Vbeta13, Vbeta3, Vbeta17, Vbeta8, and Vbeta20) were detected in CSF. The amplified products were combined, cloned, and sequenced. Sequence analysis revealed in the CSF substantial proportions of identical beta-chain of TCR transcripts, demonstrating oligoclonal populations of T cells. Seventeen of 35 (48%) transcripts were 100% identical, demonstrating a major Vbeta13.3 Dbeta2.1 Jbeta1.3 clonal expansion. Six of 35 (17%) transcripts were also 100% identical, revealing a second Vbeta13 clonal expansion (Vbeta13.1 Dbeta2.1 Jbeta1.2). Clonal expansions were also found within the Vbeta3 family (transcript Vbeta3.1 Dbeta2.1 Jbeta1.5 accounted for 5 of 35 transcripts [14%]) and within the Vbeta20 family (transcript Vbeta20.1 Dbeta1.1 Jbeta2.4 accounted for 3 of 35 transcripts [8%]). These results demonstrate the presence of T-cell oligoclonal expansions in the CSF of this patient following infection with hepatitis A virus. Analysis of the CDR3 motifs revealed that two of the clonally expanded T-cell clones exhibited substantial homology to myelin basic protein-reactive T-cell clones. In contrast, all Vbeta TCR families were expressed in peripheral blood lymphocytes. Oligoclonal expansions of T cells were not detected in the peripheral blood of this patient. It remains to be determined whether these clonally expanded T cells are specific for hepatitis A viral antigen(s) or host central nervous system antigen(s) and whether molecular mimicry between hepatitis A viral protein and a host protein is responsible for demyelinating disease in this patient.","11527815"
"Clinical course of pregnant women with chronic hepatitis C virus infection and risk of mother-to-child hepatitis C virus transmission.","As far as concerns chronic hepatitis C virus infection in pregnant women, different points remain to be elucidated, such as the clinical course, the rate of mother-to-child hepatitis C virus transmission and, in particular, its route and the possible risk factors. This review aimed to analyse current data on the prevalence of chronic hepatitis C virus infection in pregnant women and its relationship with risk factors, the rate of mother-to-child hepatitis C virus transmission and the factors possibly involved, particularly the maternal hepatitis C virus viral load and the human immunodeficiency virus coinfection, and the type of delivery and feeding. Finally, the appropriate timing for HCV-RNA testing in newborns has been reviewed.","11432518"
"Emergence of vaccine-induced escape mutant of hepatitis B virus with multiple surface gene mutations in a Korean child.","The S protein of hepatitis B virus is the principal component of virus envelope and the primary target of anti-HBs response. Mutants or variants that escape neutralization by anti-HBs have been selected during immunoprophylaxis of HBV after birth and liver transplantation. We investigated a case of a Korean child who was vaccinated at birth against hepatitis B and also given hepatitis B immunoglobulin, but nevertheless later became infected with the virus. Hepatitis B virus-specific deoxyribonucleic acid covering the region of genome encoding the predominant &quot;a&quot; determinant of hepatitis surface antigen was amplified using polymerase chain reaction, and the nucleotide sequence was determined. We present for the first time in Korea the independent emergence of an escape mutant with substitution of arginine for glycine at amino acid 145 and proline for glutamate at amino acid 120 in &quot;a&quot; determinant after immunization.","11410701"
"Effects of mode of delivery and infant feeding on the risk of mother-to-child transmission of hepatitis C virus. European Paediatric Hepatitis C Virus Network.","OBJECTIVE: To investigate the effects of mode of delivery and infant feeding on the risk of mother-to-child transmission of hepatitis C virus.DESIGN: Pooled retrospective analysis of prospectively collected data.SAMPLE: Data on hepatitis C virus seropositive mothers and their children identified around delivery were sent from 24 centres of the European Paediatric Hepatitis C Virus Network.MAIN OUTCOME MEASURES: Hepatitis C virus infection status of children born to hepatitis C virus infected women.RESULTS: A total of 1,474 hepatitis C virus infected women were identified, of whom 503 (35%) were co-infected with HIV. Co-infected women were more than twice as likely to transmit hepatitis C virus to their children than women with hepatitis C virus infection alone. Overall 9.2% (136/1,474) of children were hepatitis C virus infected. Among the women with hepatitis C virus infection-only, multivariate analyses did not show a significant effect of mode of delivery and breastfeeding: caesarean section vs vaginal delivery OR = 1.17, P = 0.66; breastfed versus non-breastfed OR = 1.07, P = 0.83. However, HIV co-infected women delivered by caesarean section were 60% less likely to have an infected child than those delivered vaginally (OR = 0.36, P = 0.01) and those who breastfed were about four times more likely to infect their children than those who did not (OR = 6.41, P = 0.03). HIV infected children were three to four times more likely also to be hepatitis C virus infected than children without HIV infection (crude OR = 3.76, 95% CI 1.89-7.41).CONCLUSIONS: These results do not support a recommendation of elective caesarean section or avoidance of breastfeeding for women with hepatitis C virus infection only, but the case for HIV infected women undergoing caesarean section delivery and avoiding breastfeeding is strengthened if they are also hepatitis C virus infected.","11305543"
"Mother-to-child transmission of hepatitis C virus: evidence for preventable peripartum transmission.","BACKGROUND: Little information is available about the timing of mother-to-child transmission of hepatitis C virus (HCV), and no interventions to decrease transmission rates have been identified. We examined the effect of risk factors, including mode of delivery, on the vertical transmission rate.METHODS: Data from HCV-infected women and their infants from three hospitals in Ireland and from a British Paediatric Surveillance Unit study of infants born to HCV-infected mothers were used to estimate the vertical transmission rate and risk factors for transmission. We used a probabilistic model using methods that simultaneously estimated the time to HCV-antibody loss in uninfected infants and the diagnostic accuracy of PCR tests for HCV RNA.FINDINGS: 441 mother-child pairs from the UK (227) and Ireland (214) were included. 50% of uninfected children became HCV-antibody negative by 8 months and 95% by 13 months. The estimated specificity of PCR for HCV RNA was 97% (95% CI 96-99) and was unrelated to age; sensitivity was only 22% (7-46) in the first month but rose sharply to 97% (85-100) thereafter. The vertical transmission rate was 6.7% (4.1-10.2) overall, and 3.8 times higher in HIV coinfected (n=22) than in HIV-negative women after adjustment for other factors (p=0.06). No effect of breastfeeding on transmission was observed, although only 59 women breastfed. However, delivery by elective caesarean section before membrane rupture was associated with a lower transmission risk than vaginal or emergency caesarean-section delivery (odds ratio 0 [0-0.87], p=0.04, after adjustment for other factors).INTERPRETATION: The low sensitivity of HCV RNA soon after birth and the finding of a lower transmission rate after delivery by elective caesarean section suggest that HCV transmission occurs predominantly around the time of delivery. If the findings on elective caesarean section are confirmed in other studies, the case for antenatal HCV testing should be reconsidered.","11036896"
"Prospective reevaluation of risk factors in mother-to-child transmission of hepatitis C virus: high virus load, vaginal delivery, and negative anti-NS4 antibody.","Of 21,791 pregnant women screened in Tottori Prefecture, Japan, 127 (0.58%) were positive for anti-hepatitis C virus (HCV) antibody and 84 (0.39%) were positive for HCV RNA. Of 84 children followed up for at least 6 months, 7 (8%) were infected. All of them were born to 26 mothers with a high virus load (HVL; &gt;/=2.5x106 RNA copies/mL [27%]), compared with 0 of 58 children born to non-HVL mothers (P&lt;.001). Because all the infected children were vaginally delivered, the infection rate among 16 vaginally delivered children born to the HVL mothers was as high as 44%. The prevalence of anti-NS4 antibody in the mothers with an infectious HVL was significantly lower than that in the mothers with a noninfectious HVL (P=.048). Analysis of our results suggests that maternal HVL, vaginal delivery, and negative anti-NS4 antibody are significant risk factors for the mother-to-child transmission of HCV.","11023474"
"[Mother-child transmission of hepatitis B virus. State of the problem and prevention].","Hepatitis B virus (HBV) infection is a worldwide problem of public health. Mother/child transmission of the virus represents a major factor in maintaining the infection, which is often transmitted during delivery, the risk of transmission of the HBV depending on the degree of maternal infectiosity, the genomic type of the virus, and the rate of maternal antibodies. Evolution towards chronicity of the infected newborn is frequent. The available means to prevent the mother/child transmission of the virus are efficient. Once HBV maternal infection is diagnosed during pregnancy, joint administration of vaccine and specific immunoglobulins to the baby in the early neonatal period efficiently prevent the mother/child transmission of the virus.","10985190"
"Disseminated infection with varicella-zoster virus vaccine strain presenting as hepatitis in a child with adenosine deaminase deficiency.","","10959752"
"Detection of TT virus DNA and GB virus type C/Hepatitis G virus RNA in serum and breast milk: determination of mother-to-child transmission.","To investigate the vertical transmission of the newly described TT virus (TTV), serum and breast milk samples from 46 women as well as sera from their 47 newborns were examined for the presence of TTV DNA by PCR. TTV DNA was detected in 47.8% (n = 22) of the women. All but one child born to these women were also viremic for TTV from the first sample onward. TTV DNA was found in 73.9% (n = 17) of the breast milk samples derived from TTV viremic mothers. The one TTV-negative child born to a viremic mother remained negative during follow-up, although it was breast-fed. Our data show that TTV is highly effectively transmitted from mothers to their children during pregnancy. Although the majority of breast milk samples from viremic mothers are positive by TTV PCR, there is no need to discourage women from breast-feeding, because most children are TTV viremic even before breast-feeding begins.","10655378"
"Herpes simplex virus hepatitis in a child: case report and review.","","10571448"
"Kidney transplantation in a child with posterior urethral valve from a hepatitis B virus-carrier mother. Report of a case with special reference to urinary tract reconstruction for dysfunctionalized uropathies and seroimmunological preparation against viral transmission.","The case of a 7-year-old boy with posterior urethral valve (PUV) who underwent successful kidney transplantation for progressive renal failure is reported. He required complex reconstructive surgery for PUV-related disorders, and also specific serological preparation for hepatitis B (HB) as his living donor mother was a proven carrier. By carefully executing the principles of reconstructive surgery and with well-planned seroimmunological preparation, we have demonstrated that successful kidney transplantation can be done from an HB Ag-positive mother to an HB Ag- and HB Ab-negative son, even when his urinary tract is severely dysfunctional due to PUV.","10364757"
"Phylogenetic analysis to document a common source of hepatitis D virus infection in a mother and her child.","BACKGROUND: Spread of hepatitis D virus (HDV) from mother to infant is rare and nucleotide evidence to document such transmission is lacking. The aim of this study was to screen the children of HDV-infected parents and compare the HDV nucleotide sequence between children and parents by phylogenetic analysis.METHODS: Fifty-seven children of 28 HDV-infected parents (23 fathers and 5 mothers, including two couples) were enrolled. HDV genomes from sera of HDV-infected parents and their children were cloned and sequenced. Comparison and phylogenetic analysis of HDV genomes were based on a region from nucleotide 911 to 1260. The homology to nucleotide sequence among different genotypes was estimated by phylogenetic analysis.RESULTS: One of the eight children whose mothers were anti-HDV positive was positive for anti-HDV. Mean heterogeneity among different HDV clones from a single subject ranged from 0.29% to 1.15%. HDV sequences from the mother and her child (referred from southern Taiwan) were nearly identical (99.7%), both showed 92.2-93.4% homology with other genotype II isolates from north Taiwan and 76.3-77.1% homology with genotype I isolates.CONCLUSIONS: Genotype II HDV is most prevalent in Taiwan. There are significant variations up to 8% in nucleotide sequence among different genotype II HDV clones isolated from patients in northern and southern Taiwan. Phylogenetic analysis revealed that HDV clones from the mother and her child form a monophyletic group, supporting a common source of infection. Susceptible children of HDV-infected mothers should be protected by hepatitis B virus vaccination and active education.","10063709"
"Mother-to-child transmission of hepatitis G virus.","","9867594"
"Molecular diagnosis and liver histology of children with mother-to-child-transmitted hepatitis C virus infection.","","9787712"
"Mother to child transmission of hepatitis C virus: prospective study of risk factors and timing of infection in children born to women seronegative for HIV-1. Tuscany Study Group on Hepatitis C Virus Infection.","OBJECTIVE: To determine the risk factors for and timing of vertical transmission of hepatitis C virus in women who are not infected with HIV-1.DESIGN: Follow up for a median of 28 (range 24-38) months of babies born to women with antibodies to hepatitis C virus but not HIV-1.SUBJECTS: 442 mothers and babies, of whom 403 completed the study.MAIN OUTCOME MEASURES: Presence of antibodies to hepatitis C virus and viral RNA and alanine aminotransferase activity in babies. Presence of viral RNA, method of infection with hepatitis C, method of delivery, and type of infant feeding in mothers.RESULTS: 13 of the 403 children had acquired hepatitis C virus infection at the end of follow up. All these children were born to women positive for hepatitis C virus RNA; none of the 128 RNA negative mothers passed on the infection (difference 5%, 95% confidence interval 2% to 7%). 6 children had viral RNA immediately after birth. 111 women had used intravenous drugs and 20 had received blood transfusions. 11 of the infected children were born to these women compared with 2 to the 144 with no known risk factor (difference 7%, 2% to 12%).CONCLUSIONS: This study suggests that in women not infected with HIV only those with hepatitis C virus RNA are at risk of infecting their babies. Transmission does seem to occur in utero, and the rate of transmission is higher in women who have had blood transfusions or used intravenous drugs than in women with no known risk factor for infection.","9703524"
"Homology of E2 gene in 8 child-mother pairs infected with hepatitis C virus.","The frequency of genetic homology of hepatitis C virus (HCV) E2 gene in 8 child-mother pairs was investigated. The route of HCV infection of all children suggested mother-to-child infection by their past history. In this study, we analyzed at least 5 complementary DNA (cDNA) clones for each case. In 6 of the 8 (75%) child-mother pairs, for the region between hypervariable region (HVR)-1 and HVR-2, the similarity of the nucleotide sequence of all 5 cDNA clones between each child and the mother was higher than that between the child and the other children, the other mothers and the sequences from GenBank. One of the 8 (13%) child-mother pairs showed a great similarity in parts of all cDNA clones. This was also confirmed by phylogenetic analyses of the sequences of cDNA clones from families and that from GenBank. These results suggested that the homology search of nucleotide sequence of this region was useful to confirm mother-to-child transmission of HCV.","9550128"
"Hepatitis C virus infection in pregnancy and the risk of mother-to-child transmission.","The risk of vertical transmission of the hepatitis C virus (HCV) from infected mothers to their children during pregnancy and delivery was determined in 120 children born to HCV-positive mothers. Methods included enzyme immunoassay and immunoblot for detection of HCV antibodies and reverse transcription polymerase chain reaction (RT-PCR) for detection of viral RNA. Six (5%) children were perinatally infected with HCV as shown by RT-PCR. None of the infected children had clinical signs of hepatitis. None of the pregnancies was complicated by abortion, stillbirth, premature birth, or malformation of the child. Special concern was given to the possibility of HCV transmission via breast milk. In no breast milk sample obtained from 34 HCV-infected mothers was HCV RNA detected. These observations indicate that HCV infection is not necessarily a contraindication for breast-feeding.","9105838"
"Mother-to-child transmission of a hepatitis C virus variant with an insertional mutation in its hypervariable region.","AIMS: We have analyzed the molecular basis of mother-to-child transmission of hepatitis C virus.RESULTS: Healthy pregnant women were screened for anti-HCV antibody and babies born to hepatitis C virus carrier mothers were prospectively investigated. Among the 35 pairs studied, the hepatitis C virus genome was detectable in only one baby, who did not show any significant symptoms of hepatitis. The viral load in the blood of the mother was one of the highest of the 35, and the population of the hepatitis C virus genome was heterogeneous. Furthermore, she was found to have a mixed infection with type 1a and type 1b hepatitis C virus. However, the hepatitis C virus genome obtained from the baby was only from type 1b, less heterogeneous and composed of the clones which were detected in the blood of the mother. The selected hepatitis C virus had a 12-nucleotide insertion in the amino-terminus of the E2 hypervariable region of the genome.CONCLUSIONS: The incidence of mother-to-child transmission of hepatitis C virus from carrier mothers was shown by this prospective study to be low. The presence of selection pressure during transmission was suggested. The biological significance of the virus with 12-nucleotide insertion has to be determined.","8938534"
"Human immunodeficiency virus infection as risk factor for mother-to-child hepatitis C virus transmission; persistence of anti-hepatitis C virus in children is associated with the mother's anti-hepatitis C virus immunoblotting pattern.","To determine the rate of vertical transmission of hepatitis C virus (HCV), we prospectively studied 45 babies born to anti-HCV-positive women with or without concomitant infection with the human immunodeficiency virus (HIV). We performed a second-generation recombinant immunoblotting assay, alanine transaminase (ALT) evaluation, and HCV-RNA testing on sera from 27 infants of HCV+, HIV- mothers and 18 babies of HCV+, HIV+ women, at birth and thereafter. After birth, HCV antibodies progressively disappeared within 12 months in all children but one, whose mother was HCV+, HIV+; this child was the only one who showed detectable levels of HCV-RNA and abnormal ALT values throughout the follow-up (range, 12 to 27 months). Viremia was persistently negative, and ALT levels were continuously normal in the remaining infants, showing that &quot;seronegative&quot; infection with HCV was absent in both groups. Clearance of passively acquired anti-HCV antibodies was found to be slower among babies born to HIV+ mothers (22.3% vs. 3.8% at 12 months, P = .03) and children whose mothers showed three or four anti-HCV reactivities by immunoblotting maintained anti-HCV for longer periods compared with babies born to mothers with one or two anti-HCV reactivities (P = .0001). Seventeen of 27 babies born to HCV+, HIV- mothers were breast-fed, and none of them was infected, confirming the apparent safety for HCV of breast milk. In summary, according to our study, vertical transmission of HCV is an infrequent event, and the presence of HIV in the mother is not an important co-factor for transmission of HCV infection.","7843701"
"Hepatitis B virus transmission between a child and staff member at a day-care center.","","7808856"
"[Mother-child transmission of hepatitis B virus in the Tunisian Sahel].","In order to assess the importance of mother-child transmission of the hepatitis B virus (HBV) in the Tunisian Sahel, 81 HBsAg-positive mothers have been selected at delivery in a representative sample of 1940 who delivered in maternities of this region. Each HBsAg-positive mother was matched for age and parity particularly with two HBsAg-negative mothers. Children born to these 66 HBsAg+ and 120 HBsAg- mothers were traced at 28 months and tested by ELISA for HBV serologic markers (HBsAg, anti-HBs and anti-HBc). The distribution of these markers was significantly different according to the maternal status for HBsAg. The overall prevalence rate of HBV markers was higher in children born to HBsAg+ mothers as compared to children born to HBsAg- mothers (33.3% vs 13.3%, OR = 2.5, 95% CI:1.4-4.2). For HBsAg, the figures were 27.3% and 9.2% respectively (OR = 2.9, 95% CI: 1.5-5.9). Given the prevalence rate of HBsAg in mothers (4.2%), the role of mother-child transmission in the spread of HBV infection and the intensity and precocity of horizontal transmission, systemic vaccination against HBV at birth should be recommended in the Tunisian Sahel in the context of the EPI. However this decision should take into account, in terms of cost/efficacy ratio, the other public health problems concerning this area.","7816966"
"Studies on transmission of hepatitis C virus from mother-to-child in the perinatal period.","To elucidate whether breast milk, vaginal discharge and contamination with maternal blood at birth are possible routes of mother-to-child transmission of hepatitis C virus (HCV), we examined HCV RNA in the cord and peripheral blood of infants, and in the blood, vaginal discharge, and breast milk of anti-HCV seropositive mothers. From July 1991 to July 1992, we studied 20 healthy pregnant women, who were seropositive with the Ortho anti-HCV EIA, and their infants. Using a sensitive nested polymerase chain reaction (nested PCR), we investigated the presence or absence of hepatitis C virus in the above-mentioned specimens. Moderate elevation of aspartate aminotransferase (AST) and alanine aminotransferase (ALT) was observed in only one woman in the first and third trimesters. The nested PCR and subsequent Southern hybridization detected 0.5-5.5 copies of HCV c-DNA. HCV RNA was detected in 17/20 blood samples (85%), 7/14 vaginal discharge samples (50%) and 4/10 cord blood samples (40%). However, no HCV RNA was identified in the peripheral blood of infants or breast milk. The mother-to-child transmission of HCV at delivery or via breast milk does not appear to contribute much to maintaining the global HCV reservoir.","8250598"
"Silent mother-to-child transmission of hepatitis C virus through two generations determined by comparative nucleotide sequence analysis of the viral cDNA.","To investigate the routes of transmission of hepatitis C virus (HCV), a family in which HCV was considered to be transmitted from mother to child through two generations was studied. By the polymerase chain reaction method, HCV cDNA was isolated from the serum of a female baby with self-limited hepatitis C. HCV cDNA was also obtained from her mother and grandmother, who are healthy carriers of HCV, as well as from her uncle suffering from chronic persistent hepatitis C. The nucleotide sequence of the HCV cDNA fragment obtained from the baby was identical to that of the mother and was much closer to those of the grandmother and the uncle than to HCV cDNA isolates previously obtained from other Japanese patients or carriers. These results indicate the presence of mother-to-child transmission of HCV and suggest a role of this transmission route in establishing HCV carriers and maintaining a high incidence of HCV infection.","1331256"
"Mother-to-child transmission of hepatitis C virus detected by nested polymerase chain reaction.","Serum samples from eight pregnant women and their offspring were studied by nested polymerase chain reaction (PCR) for detection of hepatitis C virus (HCV) RNA to evaluate mother-to-child transmission of this virus. The mothers were all infected with human immunodeficiency virus (HIV); none showed symptoms of HCV infection. Anti-HCV antibodies were tested for by recombinant immunoblot assay. HCV viral sequences were found in five of the mothers and four of eight children, three of them at birth. Viremia was persistent in one infant who had chronic transaminase elevation and persistently remained anti-HCV-positive. The other three babies had intermittent viremia; all were asymptomatic and lost anti-HCV antibodies during follow-up. This loss of antibodies was also observed in PCR-negative infants. Thus, these results demonstrate transmission of HCV from mother to child by women coinfected with HCV and HIV. They indicate the usefulness of PCR for direct and early detection of HCV viremia in neonates.","1313070"
"[Inapparent infection with hepatitis A virus and glomerulonephritis in a child].","A 9-year-old boy developed inapparent infection with hepatitis A virus (HAV) and glomerulonephritis, simultaneously. The diagnosis was confirmed by the finding of serum anti-HAV IgM. We suggest that the kidney involvement was also caused by HAV. Recovery was uneventful.","1314215"
"Hepatitis C virus is transmitted from mother-to-child.","","1521867"
